filename	n_seqs	n_bases	min_length	max_length	mean_quality
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5372612_barcode86/FAO12621_pass_barcode86_1505ef04_1.fastq.gz	4000	1859367	137	6804	10.88
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5372612_barcode86/FAO12621_pass_barcode86_1505ef04_3.fastq.gz	4000	1805016	143	8556	10.87
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5372612_barcode86/FAO12621_pass_barcode86_1505ef04_2.fastq.gz	4000	1820845	139	22537	10.76
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/939858_barcode30/FAO12621_pass_barcode30_1505ef04_4.fastq.gz	4000	1364837	134	3783	10.82
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/939858_barcode30/FAO12621_pass_barcode30_1505ef04_11.fastq.gz	4000	1367345	128	2375	10.92
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/939858_barcode30/FAO12621_pass_barcode30_1505ef04_3.fastq.gz	4000	1359594	129	4094	10.81
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/939858_barcode30/FAO12621_pass_barcode30_1505ef04_0.fastq.gz	4000	1353049	137	2423	11.02
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/939858_barcode30/FAO12621_pass_barcode30_1505ef04_5.fastq.gz	4000	1350113	135	2131	10.78
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/939858_barcode30/FAO12621_pass_barcode30_1505ef04_7.fastq.gz	4000	1349491	133	1821	10.87
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/939858_barcode30/FAO12621_pass_barcode30_1505ef04_6.fastq.gz	4000	1349148	144	1618	10.81
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/939858_barcode30/FAO12621_pass_barcode30_1505ef04_1.fastq.gz	4000	1348807	130	5779	10.92
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/939858_barcode30/FAO12621_pass_barcode30_1505ef04_10.fastq.gz	4000	1358599	140	1368	10.90
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/939858_barcode30/FAO12621_pass_barcode30_1505ef04_8.fastq.gz	4000	1359618	140	3266	10.82
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/939858_barcode30/FAO12621_pass_barcode30_1505ef04_2.fastq.gz	4000	1368433	141	5626	10.89
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/939858_barcode30/FAO12621_pass_barcode30_1505ef04_9.fastq.gz	4000	1353436	135	1662	10.86
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5204189_barcode68/FAO12621_pass_barcode68_1505ef04_0.fastq.gz	4000	1372613	134	3173	11.10
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5204189_barcode68/FAO12621_pass_barcode68_1505ef04_1.fastq.gz	4000	1362345	122	4387	10.88
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5204189_barcode68/FAO12621_pass_barcode68_1505ef04_2.fastq.gz	4000	1378085	142	1831	10.87
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5204189_barcode68/FAO12621_pass_barcode68_1505ef04_4.fastq.gz	4000	1372818	137	3327	10.90
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5204189_barcode68/FAO12621_pass_barcode68_1505ef04_3.fastq.gz	4000	1373084	121	3271	10.93
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5204189_barcode68/FAO12621_pass_barcode68_1505ef04_5.fastq.gz	4000	1372916	132	3396	11.00
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5012842_barcode82/FAO12621_pass_barcode82_1505ef04_0.fastq.gz	4000	1621654	129	6170	11.13
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5012842_barcode82/FAO12621_pass_barcode82_1505ef04_6.fastq.gz	4000	1694183	128	7837	10.98
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5012842_barcode82/FAO12621_pass_barcode82_1505ef04_7.fastq.gz	4000	1672061	133	8606	10.97
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5012842_barcode82/FAO12621_pass_barcode82_1505ef04_4.fastq.gz	4000	1674057	138	6356	10.89
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5012842_barcode82/FAO12621_pass_barcode82_1505ef04_8.fastq.gz	4000	1641610	130	7493	10.97
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5012842_barcode82/FAO12621_pass_barcode82_1505ef04_2.fastq.gz	4000	1658806	115	7198	11.02
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5012842_barcode82/FAO12621_pass_barcode82_1505ef04_1.fastq.gz	4000	1653111	104	8453	11.08
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5012842_barcode82/FAO12621_pass_barcode82_1505ef04_10.fastq.gz	4000	1650075	118	6858	10.97
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5012842_barcode82/FAO12621_pass_barcode82_1505ef04_5.fastq.gz	4000	1713062	136	6574	10.95
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5012842_barcode82/FAO12621_pass_barcode82_1505ef04_9.fastq.gz	4000	1684223	112	7746	11.03
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5012842_barcode82/FAO12621_pass_barcode82_1505ef04_3.fastq.gz	4000	1672961	124	12798	10.97
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/370962_barcode70/FAO12621_pass_barcode70_1505ef04_6.fastq.gz	4000	1389847	129	1553	10.88
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/370962_barcode70/FAO12621_pass_barcode70_1505ef04_4.fastq.gz	4000	1403305	138	5165	10.89
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/370962_barcode70/FAO12621_pass_barcode70_1505ef04_8.fastq.gz	4000	1391271	127	1064	11.00
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/370962_barcode70/FAO12621_pass_barcode70_1505ef04_1.fastq.gz	4000	1394064	125	2855	11.01
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/370962_barcode70/FAO12621_pass_barcode70_1505ef04_2.fastq.gz	4000	1395009	133	1761	10.91
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/370962_barcode70/FAO12621_pass_barcode70_1505ef04_3.fastq.gz	4000	1399031	131	1627	10.93
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/370962_barcode70/FAO12621_pass_barcode70_1505ef04_0.fastq.gz	4000	1391797	137	1078	11.10
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/370962_barcode70/FAO12621_pass_barcode70_1505ef04_5.fastq.gz	4000	1409336	128	2114	10.95
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/370962_barcode70/FAO12621_pass_barcode70_1505ef04_7.fastq.gz	4000	1388930	127	1223	10.99
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5424009_barcode53/FAO12621_pass_barcode53_1505ef04_1.fastq.gz	4000	1451865	127	3350	10.81
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5424009_barcode53/FAO12621_pass_barcode53_1505ef04_0.fastq.gz	4000	1430915	121	4303	10.94
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5424009_barcode53/FAO12621_pass_barcode53_1505ef04_2.fastq.gz	4000	1432706	107	2964	10.86
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5096871_barcode64/FAO12621_pass_barcode64_1505ef04_4.fastq.gz	4000	1462392	133	3046	10.90
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5096871_barcode64/FAO12621_pass_barcode64_1505ef04_6.fastq.gz	4000	1480208	124	5236	10.94
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5096871_barcode64/FAO12621_pass_barcode64_1505ef04_8.fastq.gz	4000	1461413	129	5546	11.00
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5096871_barcode64/FAO12621_pass_barcode64_1505ef04_5.fastq.gz	4000	1485686	137	4777	10.95
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5096871_barcode64/FAO12621_pass_barcode64_1505ef04_3.fastq.gz	4000	1450332	121	8004	10.89
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5096871_barcode64/FAO12621_pass_barcode64_1505ef04_7.fastq.gz	4000	1474152	133	2866	10.96
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5096871_barcode64/FAO12621_pass_barcode64_1505ef04_1.fastq.gz	4000	1451586	130	2995	10.98
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5096871_barcode64/FAO12621_pass_barcode64_1505ef04_0.fastq.gz	4000	1470509	120	3194	11.14
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5096871_barcode64/FAO12621_pass_barcode64_1505ef04_2.fastq.gz	4000	1465995	128	4942	10.95
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5426359_barcode13/FAO12621_pass_barcode13_1505ef04_2.fastq.gz	4000	1327094	125	1462	10.79
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5426359_barcode13/FAO12621_pass_barcode13_1505ef04_1.fastq.gz	4000	1341168	136	947	10.83
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5426359_barcode13/FAO12621_pass_barcode13_1505ef04_5.fastq.gz	4000	1332557	121	1086	10.89
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5426359_barcode13/FAO12621_pass_barcode13_1505ef04_3.fastq.gz	4000	1340608	126	3890	10.85
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5426359_barcode13/FAO12621_pass_barcode13_1505ef04_4.fastq.gz	4000	1324592	107	1547	10.86
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5426359_barcode13/FAO12621_pass_barcode13_1505ef04_0.fastq.gz	4000	1334261	136	2830	11.04
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5132479_barcode18/FAO12621_pass_barcode18_1505ef04_0.fastq.gz	4000	1316236	135	1362	10.85
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5132479_barcode18/FAO12621_pass_barcode18_1505ef04_1.fastq.gz	4000	1321256	119	3679	10.76
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/5132479_barcode18/FAO12621_pass_barcode18_1505ef04_2.fastq.gz	4000	1313236	129	1132	10.79
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/856030_barcode44/FAO12621_pass_barcode44_1505ef04_1.fastq.gz	4000	1333442	130	916	10.97
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/856030_barcode44/FAO12621_pass_barcode44_1505ef04_0.fastq.gz	4000	1322668	130	591	11.08
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/856030_barcode44/FAO12621_pass_barcode44_1505ef04_3.fastq.gz	4000	1333322	117	757	10.91
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/856030_barcode44/FAO12621_pass_barcode44_1505ef04_6.fastq.gz	4000	1339214	130	822	11.05
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/856030_barcode44/FAO12621_pass_barcode44_1505ef04_4.fastq.gz	4000	1341098	105	719	10.93
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/856030_barcode44/FAO12621_pass_barcode44_1505ef04_5.fastq.gz	4000	1333853	141	637	10.95
/ibex/scratch/satyamr/COVID_project/KFSHRC_3rd_Batch_fastq_files/fastq_pass/856030_barcode44/FAO12621_pass_barcode44_1505ef04_2.fastq.gz	4000	1340914	140	701	10.91
